Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,dummy0,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,dummy9,dummy10,dummy11,dummy12,dummy13,dummy14,dummy15,dummy16,dummy17,dummy18,dummy19,dummy20,dummy21,dummy22,dummy23,dummy24,dummy25,dummy26,dummy27,dummy28,dummy29,dummy30,dummy31,dummy32,dummy33,dummy34,dummy35,dummy36,dummy37,dummy38,dummy39,dummy40,dummy41,dummy42,dummy43,dummy44,dummy45,dummy46,dummy47,dummy48,dummy49,Soil_Type,Wilderness_Area,drifting
0.5377689999999999,0.044444,0.151515,0.347173,0.210594,0.088661,0.830709,0.8622049999999999,0.562992,0.247038,0.8596055385755296,-1.748194869976266,1.092283553618825,0.6403480390408637,0.1339441789024508,-0.1174128219488087,-1.4509821899056512,-0.4567292137758476,-0.9251560528364402,-1.1967548550109364,-1.320514753354764,-0.3502213141568413,-0.8641889517455976,0.3325336632916958,0.4899930654192834,-0.6219232110161655,1.011076972960707,0.9781508107119674,1.6538042786402598,1.0756150741242818,-1.215092319576337,-0.0886883543147682,-0.7240489568021224,0.312956165086545,-1.253127957832158,0.9926010331165684,-0.5649663926265408,-1.287338999462799,0.6977229396003399,0.0288266339946732,-0.0134225190127695,-0.1094877983295775,0.4150648730600217,0.0880073777512252,-0.0114338343489166,0.5066625846999007,0.4616340023705392,0.1441610825656527,-0.0403374637899394,-0.2596883498064253,0.9855014025922016,-1.505130014997827,-0.0101795557063251,-1.1116975360815953,-1.785443853201151,-2.0217363541913937,2.2014017819466885,-0.3993134974641391,0.1300628302018129,-0.1093277099529817,Soil_Type29,Wilderness_Area1,0
0.535768,0.113889,0.19697,0.339298,0.205426,0.084867,0.870079,0.826772,0.4803149999999999,0.243552,0.6159968962825046,0.0854492566676065,-0.8173339940564213,1.6076802959917966,0.2976210553638498,0.4453539009841482,0.1445842194434428,0.8963053270735497,1.821804061036672,-1.2440631194696978,-0.5587591396337875,-0.0111039269975649,1.512221706470324,-0.0492004380870191,0.1653252826505545,1.5245453951639705,-0.7507049753215723,-1.9414109951173653,1.254767678967765,1.1932065659564477,0.3032207096770158,0.8120640813814666,2.1941250525673546,1.0519697289049126,-0.4312544723223891,0.0926059682944694,-0.1288623213823214,-0.96100092015485,0.3223581854781328,0.151767674106882,-0.305182810149912,0.6119134435573985,-0.8921234867627528,-0.5009044921427585,-0.8625710319035415,-0.6465141610767557,0.3872199305676103,0.2009851400998221,-2.2620209663624498,-0.3771185456102789,-1.7999164898885434,0.5776321504161572,0.0739008598720006,-0.8146816680611154,0.3442434777708694,-0.6318356256909945,-0.0256942864509944,0.1333558177495905,-0.5644553612842961,-0.524195088318208,Soil_Type29,Wilderness_Area1,0
0.533267,0.122222,0.212121,0.333572,0.198966,0.081073,0.874016,0.826772,0.468504,0.240206,-0.2338290279885904,0.0651516071262566,1.7115477776736905,-0.0413202731225242,2.5370967588041067,0.7225060686550121,-0.16649929322087,-0.0044159532500345,0.106084145922532,-0.4229303944644952,0.5318972331542043,-0.8917383573040262,-0.184857925344161,-1.0592356179932712,-0.1815333336912087,0.6773570707697475,1.0942643713577025,-0.5875663288813019,1.6746478157547966,-0.4481713276216239,0.0637105646342267,-0.607638485055708,1.374784378408198,-1.7875205050253764,-0.5679729623759796,-0.323008570241419,-1.239718008788254,-0.1236920395104533,0.7654136586008177,-0.2489161182440996,0.3823796956884489,0.0384153126174207,0.4610466609763717,2.060649088382895,-0.5316588475297828,0.4730562925552133,0.8641655114497264,-0.4818087618910894,-1.183724991498704,0.6425931054076461,-1.2545260667915137,0.9263646205896556,-1.6702826680040035,0.5505335271903012,-0.5793773860434301,0.4830130400484775,0.2835428435322306,1.1625247427715348,1.7510918806000415,-0.9348985240413894,Soil_Type29,Wilderness_Area1,0
0.5307649999999999,0.1,0.181818,0.328561,0.1925059999999999,0.07742,0.8622049999999999,0.8346459999999999,0.5,0.236721,-0.32972067881916,1.4767860505564316,-0.607606916512913,0.4270516269890806,-0.845621801071459,-0.374629642367594,-2.2024872888682427,0.3123672036978096,0.0237009945504361,-2.11284651478342,-0.2363091084723085,-0.8029804796379645,-1.300605428895412,-0.4790480221406359,0.5167441506623998,-1.4372552975224708,0.6803664981195665,0.1449951428352529,0.8621189114568913,-0.3073579407579025,1.4931470911634936,-0.5742074600632302,-0.8249412001239762,0.884621623564078,-0.8497908418982023,0.1460762841000929,-0.5993501096264385,-0.2901829640739462,0.9254572800014612,-0.3586760642040456,1.852007386500346,-0.0449353802070627,-0.7698368675397761,0.2521937820908125,-0.7512781375372116,0.4585187246450976,0.924323635510007,0.5284182363436133,-2.365749899778751,0.6374492622085333,-1.419715278905764,-0.9199036822652522,-0.8941203092159968,-0.7382815390585062,-0.4843948765735029,-0.5993181000605889,0.3303100398309969,0.2406033749259359,-1.0672901703419226,-0.2151313058597459,Soil_Type29,Wilderness_Area1,0
0.529265,0.105556,0.212121,0.324982,0.18863,0.073627,0.8622049999999999,0.8188979999999999,0.4763779999999999,0.233375,1.7372897964982903,0.6748875264406766,-0.5904532139562332,0.9198849713861402,1.867444612121973,-0.0628690694976718,-0.619544874125265,0.3326213240219711,-0.3362184054363787,1.2360996784354703,1.834985083263478,-0.8137613830918652,1.0383829576663235,-0.7466656252360907,-0.298218502934566,1.2088112188120483,1.2818295683147405,-1.5347112091556177,-1.439482007637897,-1.1245650491467376,1.5373296891724957,0.2754222447695222,1.1301713244244247,1.1601580548671575,0.0209345336421886,-2.080370367663026,0.9196037956949104,0.5416797139205375,-0.294267514688006,1.3233166716835094,0.3303730855261517,-0.4549824466003067,-0.1731672572457851,0.7296596067324336,0.6748914308280198,-0.7797812443487502,0.600057026592132,-0.2463278434950641,0.0330744647683128,1.177644878700325,0.1572693961596813,0.7596059362755825,-0.2235635065604337,-0.8127612392900546,-0.3563822093973743,-1.1862464874900764,0.4944329028986541,0.1082804090514145,0.9308577663682324,-0.9101129309914424,Soil_Type29,Wilderness_Area1,0
0.526263,0.130556,0.272727,0.322835,0.1808789999999999,0.069833,0.8779530000000001,0.783465,0.4094489999999999,0.2300289999999999,-2.061089039309343,-1.2362478478350565,-0.3125064362049735,-1.1932385197432014,-1.0219499893961703,0.4893722779851192,-1.143133733100644,-0.2306153885639544,-1.2199931459022817,1.1270725115057536,-0.0071105015720262,0.895916175898967,0.5702550626678203,1.1491536128200228,-0.095085748866597,-0.6116265827419644,-1.811978630881631,-0.8835528825984467,0.4867812045792851,-0.5242844535568396,2.020801189584589,-0.9318609970310282,-0.629766199855946,1.6517583090784895,0.0759522586675757,-0.2017288832501095,-1.7912172181398385,-0.0881219070753907,0.5530415664523561,0.7791072664997132,2.3101191792762767,-0.7814357901959499,-1.4220094616072732,-0.6645887025576696,-0.2385096746443109,-0.0512480360210029,-0.6634719763609552,0.8047455441462702,2.164822454052409,1.2516809527545272,-0.6110093460323727,-1.1550930752237512,2.2135490451646427,0.5085685805049208,0.072246753085343,-1.3781081672631272,-1.1513853869727677,-0.1188475296897616,-2.4745042013543146,-0.4240202687898909,Soil_Type29,Wilderness_Area1,0
0.522261,0.1111109999999999,0.257576,0.322119,0.546512,0.066039,0.8622049999999999,0.787402,0.437008,0.226683,0.1000268695999253,0.5794410377037222,-1.7557540721681335,-1.3676419900754804,-0.7630826554624124,0.6831822505722204,-0.5181186298055613,0.6089599817644759,-0.0015114999308973,1.2656129110249998,1.0821096917557549,0.0762778255340263,-0.3396406048309336,-0.8570052071506001,-0.706296226746602,-0.1123427407073771,0.6294271868282186,-0.884426270925986,-0.8104287082065715,-0.3236322584661565,-1.735127094339082,-0.5468516862242679,-1.6190252833955925,0.6026012416557575,0.1942675008078821,-0.5586631093220387,1.293735565281691,0.1841757196147831,-0.414388460159192,0.6280397373529082,-0.0287754526817367,-1.549661180266668,0.1380620823584096,0.134507915870655,-0.6589470894437843,0.4661323685801854,-0.0154849876227169,0.9482250849668268,-0.7718820662652722,-0.7483306589090303,-0.2501159004602775,-0.8839496772293244,-1.613796393445569,0.4851645286810043,-1.1755117789120155,-0.0379218344151824,1.6855747772356835,0.2736637721094553,-1.3439239493857245,1.6438954773531405,Soil_Type29,Wilderness_Area1,0
0.5167579999999999,0.138889,0.348485,0.287759,0.5245479999999999,0.058592,0.8779530000000001,0.720472,0.318898,0.220131,-0.3678928445533363,-0.2836983930031417,-1.8613929388525128,0.2226597676919932,-1.0695772728332562,0.8972110571368688,-0.8850200747341253,0.0270226546658808,-0.6371682637476558,-2.179206267476289,0.2187849526986871,-0.8690396829999602,-0.8102618025205108,0.4100015300949878,1.6038689857962485,0.3313880521454619,0.5004421965308843,1.2573034333840964,1.7375575266610168,0.1289361438289346,-0.9774746902109924,1.587498165297294,0.9893166252030096,-1.5047913014969942,0.8746863080101233,-0.6175583696931825,-2.037345483096907,-1.3357246888375391,-0.3548692030040009,-0.4688313376867993,-0.9755381550749128,-1.7690441864618422,-0.3431807208545847,0.8792845614373582,0.2245198712268531,-1.4265753640231316,-0.626302298863638,-0.9160991429469416,-1.2936310785785954,0.0218511677873937,-0.3137477329347412,0.8464961849226484,-0.7194553289263371,-0.2318007420226904,0.1894052016986787,1.1317559124172885,0.3103407581905854,1.1439445393578147,2.2694151947918,0.2353437166891687,Soil_Type29,Wilderness_Area1,0
0.510255,0.175,0.4393939999999999,0.269148,0.5193800000000001,0.054798,0.909449,0.665354,0.200787,0.216925,0.1729575041406677,-0.0267115748016025,-1.2253553535934123,0.0703373238450819,0.0769988330716604,0.537661266619324,1.3806535451198405,-0.9692022935619792,1.3253937991045828,0.4107087676088474,0.1949446367735489,-0.3354938652849991,0.2120344815044445,-1.4011746875446436,0.3639268988413168,-0.0674642767828427,0.5464481497066948,-0.4241173493119343,-0.6832381703690972,-0.0446724964561297,-0.5085702089654005,0.238602261083192,0.1288500881269163,0.2111034186969764,0.3904030023450652,-0.8747907686222571,0.6962111511077215,-0.8861243108277921,1.18158033249321,-0.2677571139149506,0.8443949650158907,-1.5136368669799056,-0.7046405129974602,-0.0716442005194972,-1.206039907806401,0.0044618679992513,-0.0238456088550453,-0.489508363585184,-1.124879800728684,0.8224689038075752,0.3505117144185418,1.683622022935336,-0.3864596809115647,0.341422006393355,0.0500531667965711,-0.1177544656667044,-0.4383013818664825,-0.4982332151625793,-1.0453393394070385,-0.7392235801353817,Soil_Type30,Wilderness_Area1,0
0.502251,0.183333,0.4393939999999999,0.250537,0.4922479999999999,0.050864,0.917323,0.665354,0.188976,0.213718,-0.6859752932709464,-0.7680938864721948,0.378961309385628,-2.251801971428955,1.9100386673528005,1.6008756974016034,0.0808934258021358,0.0682471547040699,0.4662865432232344,-1.7114680831370943,0.4414856084369942,-0.2126451361824927,-2.220311054702872,-1.3570433260918786,0.5167737829017336,1.7804209573524414,-1.1441937749832938,-1.4996892096700292,0.978437514904708,0.505520980116247,0.4437744634390267,-0.9845155810450906,-0.6376751512178729,-1.003027643963506,-0.5370126314919534,-1.3832778991599126,-1.898457124377072,1.2323785925211397,1.803251862949302,1.5230330679224793,-0.0671514811880985,0.1521767962946658,-1.0138129301802083,-0.3112570329876225,1.1746456691867413,-0.7826377400447808,-0.0420434466474964,-1.1363724795965664,0.599549845774468,0.2165470417533646,0.1219494660112871,-0.0433268504859776,-0.3560158836046858,-0.091126637823891,0.3535382794864286,-1.543764546980125,-1.6794649551353291,-1.0110305209372152,-2.454772130470267,0.868216651942838,Soil_Type30,Wilderness_Area1,0
